:START_ID(Entity),:END_ID(Entity),:TYPE,claim_id,predicate,refs:int[],status,evidence,level,species:string[],section,volume,synthesis:boolean,finding,finding_note,hypothesis,hypothesis_group,parameters
assay-preparation-species-and-direction-of-chang-0550ccm,comparability-of-edges-into-a-molecular-endpoint-19n23cw,REQUIRED_FOR,C0260,required_for,110;111;116;118;168;141;190;147,inferred,inferred,molecular,n/a,v0-7-molecular-subcellular-convergence,v0,true,,,,,"{""collapsed_referents"":""secreted protein in a mouse slice, translated protein after eEF2K deactivation in mouse cortex, a human genotype, and a structural binding claim about the receptor"",""strongest_form_of_convergence_evidence"":""two drives whose effects are abolished by the same intervention in the same preparation"",""examples"":""shared NMDA-receptor-activation requirement across four unrelated compounds in mice, the cholinergic lesion that abolishes device-driven map plasticity in rats, and the D-cycloserine addition that multiplied an iTBS clinical effect in humans"",""additional_requirement"":""hold the gating relation separately, since plasticity is conditional on a modulatory third factor""}"
consistent-phase-relation-between-two-oscillatin-0hwxbhb,effective-connectivity-between-the-groups-09sk8np,GATES,C0265,gates,128,supported,consensus,circuit,n/a,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""account"":""active neuronal groups oscillate, so excitability fluctuates rhythmically, opening and closing short windows for input and output"",""condition"":""two groups influence one another effectively only when their windows align at a consistent phase relation"",""corollary"":""a changing pattern of coherence is a changing effective connectivity, reconfigurable on cognitive timescales"",""status_of_evidence"":""theory, which licenses entrainment-style intervention""}"
ongoing-network-state-at-the-moment-of-stimulati-03dmstz,efficacy-of-an-applied-oscillatory-drive-0oq7wzk,CONFOUNDS,C0266,confounds,37;44;53,inferred,inferred,circuit,ferret;macaque,v0-8-circuits-networks-neuromodulators,v0,true,,,,,"{""interaction_term"":""efficacy is a function of the applied drive and the ongoing state jointly, not of the drive alone"",""endogenous_fields"":""about 2-4 mV/mm in ferret cortex during physiological activity"",""state_dependence"":""tACS entrained weakly locked neurons and often reduced phase locking in neurons already strongly locked"",""resonance"":""frequency-specific enhancement largest when stimulation frequency matched the network's intrinsic rhythm"",""corpus_gap"":""no human study measuring imposed phase at the single-neuron level""}"
high-frequency-extracellular-stimulation-of-intr-1y9ol72,information-transmitted-by-the-stimulated-nucleu-1shmzgu,INHIBITS,C0267,inhibits,133,contested,computational,circuit,n/a,v0-8-circuits-networks-neuromodulators,v0,false,,,H-dbs-mechanism-p1,H-dbs-mechanism,"{""model_result"":""high-frequency stimulation forces output spiking into a regular, essentially variance-free pattern, so the cell keeps firing but stops transmitting information"",""what_it_reconciles"":""clinical benefit requires high frequency, and the clinical picture resembles a lesion even though axonal output is being driven"",""locus_of_therapy"":""removal of pathological patterning, not a change of mean rate""}"
high-frequency-deep-brain-stimulation-052mwno,efferent-axons-with-antidromic-recruitment-of-co-00jt5j3,ACTIVATES,C0268,activates,133,contested,computational,circuit,n/a,v0-8-circuits-networks-neuromodulators,v0,false,,,H-dbs-mechanism-p2,H-dbs-mechanism,"{""rival_pole"":""the opposite of silencing: excitation of efferent axons and antidromic cortical recruitment, with network-level desynchronisation as a related variant"",""adjudication"":""the dispute is unadjudicated"",""what_outcome_data_cannot_do"":""both accounts predict benefit at high frequency""}"
dbs-pulses-in-the-subthalamic-nucleus-1k75ppv,evoked-resonant-neural-activity-within-the-nucle-01fay8w,ACTIVATES,C0269,activates,134,contested,human-interventional,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,H-dbs-mechanism-p2,H-dbs-mechanism,"{""recordings"":""human intraoperative and chronic recordings"",""response"":""a large, focal resonant response within the subthalamic nucleus"",""topography"":""largest in the dorsal STN, the clinically preferred target"",""anaesthesia"":""present under general anaesthesia"",""clinical"":""associated with better clinical performance"",""limit"":""a stimulation-locked population response that does not measure information content""}"
efferent-firing-pattern-and-downstream-decoding-1j1ia3f,adjudication-between-informational-lesion-and-ex-11nmb28,REQUIRED_FOR,C0270,required_for,133;134,inferred,inferred,circuit,n/a,v0-8-circuits-networks-neuromodulators,v0,true,,,,,"{""what_differs"":""variance-free driven firing carrying no information, versus recruitment of projection axons carrying a new signal to cortex"",""design"":""measured under parameter sets that are and are not clinically effective""}"
subthalamic-beta-band-local-field-potential-burs-0ov5e1i,online-delivery-of-dbs-pulses-1wumgxf,GATES,C0271,gates,135,supported,human-interventional,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""source"":""local field potentials recorded from the stimulating electrode"",""n"":""8 patients with advanced Parkinson's disease"",""rule"":""current flowed only while a pathological beta burst exceeded threshold""}"
beta-burst-gated-adaptive-deep-brain-stimulation-0499smu,blinded-motor-score-improvement-in-parkinson-s-d-1k3hfbk,INCREASES,C0272,increases,135,supported,human-interventional,clinical,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""n"":""8 patients with advanced Parkinson's disease, within-subject blinded comparison"",""improvement"":""50% on blinded motor scores, about 27% better than conventional continuous stimulation"",""stimulation_time"":""down 56%"",""control_condition"":""random intermittent stimulation did not match it, locating the benefit in the timing rather than in intermittency""}"
stimulation-entrained-gamma-oscillations-in-stn-0z1p5cx,chronic-adaptive-deep-brain-stimulation-delivere-1qd4hdt,GATES,C0273,gates,136,supported,human-interventional,clinical,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""design"":""blinded randomised cross-over feasibility trial"",""n"":""4 patients"",""marker_selection"":""stimulation-entrained gamma identified as the best individual marker of high- versus low-dopaminergic states"",""outcome"":""improved motor symptoms and quality of life relative to clinically optimised continuous stimulation"",""note"":""the control signal is neither fixed across patients nor necessarily endogenous, since this one exists only while stimulating""}"
readout-dependence-of-phase-triggered-stimulatio-0t7xi5i,plasticity-after-effect-of-mu-phase-triggered-bu-0cuxjeo,CONFOUNDS,C0274,confounds,137;213,supported,human-interventional,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""positive_readout"":""bursts locked to the high-excitability mu negative peak produced LTP-like MEP potentiation, positive-peak bursts produced no change"",""null_readout"":""a companion study triggering burst rTMS at a mu-rhythm phase found no detectable change in resting EEG or TMS-EEG measures of excitability (negative)"",""authors_conclusion"":""EEG excitability measures do not track corticospinal excitability"",""replication"":""cross-laboratory replication remains thin""}"
anticorrelation-of-the-coil-site-with-the-subgen-0r8c40g,reported-antidepressant-efficacy-of-left-dorsola-0ecjw7i,CORRELATES_WITH,C0275,correlates_with,129,contested,human-observational,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,H-connectivity-targeting-p1,H-connectivity-targeting,"{""source_data"":""resting-state fMRI from 98 healthy subjects"",""sites"":""left dorsolateral prefrontal coil positions used in published rTMS depression trials"",""inversion"":""turned into a targeting rule, deriving optimal coordinates in BA46"",""replication_sample"":""an independent sample of 13 depressed patients"",""design_limit"":""efficacy taken from the literature rather than measured in these subjects, so the design is correlational and retrospective""}"
connectivity-between-the-e-field-defined-stimula-1ay0lz4,clinical-outcome-of-rtms-for-depression-0tdfq66,CORRELATES_WITH,C0276,correlates_with,130,contested,human-interventional,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,H-connectivity-targeting-p2,H-connectivity-targeting,"{""n"":""295 patients treated with rTMS for depression"",""effect_size"":""r about -0.16"",""condition"":""only when targets were defined by electric-field modelling rather than nominal coil position"",""artefact"":""much of the association tracked respiration-driven artefact in the global signal"",""variance_explained"":""roughly 3% of outcome variance"",""authors_conclusion"":""too little to support current individualised targeting protocols on its own""}"
structural-and-functional-connectivity-of-the-st-190n5wc,motor-improvement-after-subthalamic-dbs-for-park-0wha3wk,CORRELATES_WITH,C0277,correlates_with,132,supported,human-observational,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""n"":""51 patients"",""method"":""electrode localisation combined with normative human connectome data"",""predictors"":""structural and functional connectivity of the stimulation volume were independent predictors"",""prominent_features"":""supplementary-motor-area connectivity and anticorrelation with M1"",""replication"":""the same profile predicted outcome in an independent cohort without patient-specific imaging""}"
one-distributed-network-derived-from-lesions-and-0oz5zft,antidepressant-efficacy-of-held-out-tms-and-dbs-1ysq0aj,CORRELATES_WITH,C0278,correlates_with,131,supported,human-observational,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""pooling"":""14 datasets"",""samples"":""lesions n=461, TMS sites n=151, DBS sites n=101"",""convergence"":""circuits derived from damage and from therapeutic stimulation converged on one distributed network independent of diagnosis""}"
definition-of-the-target-literature-coordinate-a-0ou28og,connectivity-based-targeting-claims-0zrkbhk,CONFOUNDS,C0279,confounds,129;130;131;132,inferred,inferred,circuit,human,v0-8-circuits-networks-neuromodulators,v0,true,,,,,"{""dispute"":""not whether connectivity carries information about outcome but how much, and under which definition of the target"",""contrast"":""a usable targeting rule when the target is a literature-derived coordinate, about 3% of variance when it is the tissue an E-field model says was stimulated"",""graph_consequence"":""anatomical, functional and connectivity-derived targets are different nodes, not labels for one node""}"
locus-coeruleus-firing-regime-1gq27pu,neural-gain-and-the-balance-of-task-engagement-a-1h735gm,MODULATES,C0280,modulates,138,supported,consensus,circuit,macaque;human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""synthesis_of"":""primate electrophysiology with computational modelling"",""phasic"":""responses time-locked to task-relevant decisions support task engagement"",""tonic"":""elevated tonic firing accompanies disengagement and favours exploration"",""claim"":""the locus coeruleus sets neural gain rather than merely arousal""}"
locus-coeruleus-subpopulations-with-target-speci-1yajbw9,distinct-forebrain-targets-with-heterogeneous-re-1hdm2nn,PROJECTS_TO,C0281,projects_to,139,supported,consensus,circuit,rodent;macaque;human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""qualification"":""subpopulations encode specific processes, so LC activation has more selective network consequences than a diffuse broadcast model implies""}"
half-second-vagus-nerve-stimulation-trains-05q0ma8,phasic-locus-coeruleus-firing-1o4j7on,INCREASES,C0282,increases,140,supported,animal-interventional,circuit,rat,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""grid"":""amplitude, frequency, train duration, inter-train interval and pulse width"",""threshold"":""rapid phasic LC firing from 0.1 mA"",""amplitude_and_pulse_width"":""higher current and longer pulse widths raised LC firing rate"",""frequency"":""pulse frequency changed the timing of the burst without changing total LC activity""}"
left-dorsolateral-prefrontal-rtms-0ubfduu,dopamine-in-the-ipsilateral-dorsal-caudate-measu-1eve4zd,RELEASES,C0283,releases,143,supported,human-interventional,circuit,human,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""assay"":""competition assay with [11C]raclopride PET"",""specificity"":""ipsilateral dorsal caudate only, with no change in putamen, accumbens or contralateral caudate"",""implication"":""focal dopamine release remote from the stimulated cortex""}"
acetylcholine-dopamine-noradrenaline-and-seroton-0xvqgbs,spike-timing-dependent-plasticity-0xsy3j0,GATES,C0284,gates,147,supported,consensus,cellular,rodent,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""preparations"":""rodent and in vitro"",""claim"":""the four transmitters gate spike-timing-dependent plasticity mechanistically"",""consequence"":""plasticity is conditional on a modulatory third factor rather than following from the drive alone""}"
cholinergic-neurons-of-the-nucleus-basalis-0btnqwc,vns-paired-expansion-of-the-proximal-forelimb-mo-109toe9,REQUIRED_FOR,C0285,required_for,141,supported,animal-interventional,circuit,rat,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""pairing"":""forelimb training paired with vagus nerve stimulation"",""intact_group"":""map expansion present"",""lesion_group"":""no expansion after selective lesion of nucleus basalis cholinergic neurons"",""control"":""motor performance equivalent across groups"",""perturbation_method"":""source-nucleus lesion""}"
cholinergic-noradrenergic-and-serotonergic-recep-0s1u7ot,vns-dependent-cortical-map-expansion-1ot0lwm,REQUIRED_FOR,C0286,required_for,142,supported,animal-interventional,circuit,rat,v0-8-circuits-networks-neuromodulators,v0,false,,,,,"{""drugs"":""oxybutynin, prazosin or duloxetine dosed daily at clinically relevant doses"",""pairing"":""VNS paired with a jaw movement"",""result"":""all groups showed the expected VNS-dependent map expansion, so blockade did not block it (negative)"",""inference"":""pharmacological blockade and lesion of the source nucleus are not interchangeable evidence for the same edge""}"
5-ht2a-receptors-on-layer-v-pyramidal-apical-den-0p5jao8,apical-dendrites-of-layer-v-cortical-pyramidal-n-1ep9cgs,LOCATED_IN,C0287,located_in,172,contested,consensus,circuit,n/a,v0-8-circuits-networks-neuromodulators,v0,false,,,H-5ht2a-necessity-p1,H-5ht2a-necessity,"{""role"":""the standard account of where a psychedelic acts"",""challenge"":""in CRISPR knockout mice the responding cortex lacked postsynaptic 5-HT2A receptors and required presynaptic receptors on afferent axons instead""}"
pupil-diameter-as-a-proxy-for-noradrenergic-enga-11yajzm,locus-coeruleus-spike-count-0sm3d2j,CORRELATES_WITH,C0288,correlates_with,144,contested,animal-interventional,circuit,mouse,v0-8-circuits-networks-neuromodulators,v0,false,,,H-tavns-engagement-p3,H-tavns-engagement,"{""method"":""simultaneous LC spike recording and pupillometry"",""relation"":""monotonic and graded"",""limit"":""pupil size predicted only a small fraction of moment-to-moment LC activity"",""session_variability"":""responses to identical optogenetic LC stimulation varied strongly between sessions, and that variation tracked decision-bias-related behaviour"",""consequence"":""the pupil-LC mapping is itself state-dependent""}"
named-biomarker-and-named-perturbation-method-on-0qhib57,a-circuit-level-neuromodulator-necessity-claim-0611kjt,REQUIRED_FOR,C0289,required_for,141;142;174;137;213;135;136;144,inferred,inferred,circuit,n/a,v0-8-circuits-networks-neuromodulators,v0,true,,,,,"{""necessity"":""source-nucleus lesion and receptor antagonism give opposite answers for the same VNS plasticity effect"",""drug_case"":""for a drug the responding cell may not express the receptor"",""biomarker"":""the same protocol potentiates a corticospinal readout while leaving an EEG readout unchanged, and a closed loop's control signal may be endogenous beta or stimulation-entrained gamma that exists only while stimulating"",""proxy"":""where a proxy stands in for a system, the edge inherits the proxy's validity""}"
acetylcholine-1vg5qfr,release-of-tnf-il-1beta-il-6-and-il-18-from-lps-0vwcjma,DECREASES,C0295,decreases,148,supported,in-vitro,molecular,human,v0-9-body-systems,v0,false,,,,,"{""preparation"":""human macrophages stimulated with lipopolysaccharide in vitro"",""suppressed"":""TNF, IL-1beta, IL-6 and IL-18"",""not_suppressed"":""IL-10""}"
direct-electrical-stimulation-of-the-peripheral-1ftjqte,hepatic-tnf-synthesis-and-the-serum-tnf-peak-in-0yn19f1,INHIBITS,C0296,inhibits,148,supported,animal-interventional,systemic,rat,v0-9-body-systems,v0,false,,,,,"{""model"":""rats made endotoxaemic"",""effects"":""inhibited hepatic TNF synthesis, blunted the peak of serum TNF and prevented shock"",""chain"":""drive, coupling, cellular, molecular, system and outcome in one preparation""}"
efferent-parasympathetic-anti-inflammatory-pathw-16xnszh,systemic-cytokine-production-during-endotoxaemia-0tqxfiw,INHIBITS,C0297,inhibits,148;149,contested,animal-interventional,systemic,rat,v0-9-body-systems,v0,false,,,H-inflammatory-reflex-p1,H-inflammatory-reflex,"{""authors_reading"":""an efferent, parasympathetic anti-inflammatory pathway"",""distinction"":""distinct from the already-described afferent vagal route that acts through the HPA axis"",""formalisation"":""inflammatory state is sensed and regulated in real time as heart rate is, which makes cytokine concentration a controlled variable and therefore a target for a device""}"
unreported-current-frequency-pulse-width-and-tra-0pgyp7q,vagus-nerve-stimulation-as-a-reproducible-drive-0pp7pls,CONFOUNDS,C0298,confounds,148;140,inferred,inferred,systemic,rat,v0-9-body-systems,v0,true,,,,,"{""gap"":""the record this volume works from does not carry the current, frequency, pulse width or train duration of that rat stimulation"",""consequence"":""the founding experiment cannot be replicated from what is cited here"",""later_work"":""the parametric work that makes a vagal drive reproducible was done later and for a different readout""}"
pulse-locked-mesencephalic-trigeminal-nucleus-co-0ogrpto,cervical-vagus-nerve-stimulation-as-a-selective-11fo0jp,CONFOUNDS,C0299,confounds,140,supported,animal-interventional,systemic,rat,v0-9-body-systems,v0,false,,,,,"{""control_condition"":""mesencephalic trigeminal nucleus included as a control for non-specific recruitment"",""threshold"":""pulse-locked trigeminal activity appeared only above 1.2 mA"",""consequence"":""the same cuff at two amplitudes is two different drives, one of which co-recruits trigeminal afferents""}"
acetylcholine-at-alpha7-nicotinic-receptors-on-c-1opgddb,vagal-suppression-of-splenic-tnf-1l807va,REQUIRED_FOR,C0300,required_for,150,supported,animal-interventional,molecular,mouse,v0-9-body-systems,v0,false,,,,,"{""anatomical_hole"":""vagal fibres do not innervate the spleen and lack the machinery to synthesise acetylcholine there"",""termination"":""the arc terminates on a receptor expressed by a macrophage""}"
splenic-memory-phenotype-choline-acetyltransfera-0i1jgun,inhibition-of-tnf-by-vagus-nerve-stimulation-0awdl73,REQUIRED_FOR,C0301,required_for,150,contested,animal-interventional,systemic,mouse,v0-9-body-systems,v0,false,,,H-inflammatory-reflex-p1,H-inflammatory-reflex,"{""identification"":""a memory-phenotype ChAT-expressing T cell population in the spleen"",""role"":""the efferent arc passes through a lymphocyte that makes the transmitter""}"
non-neuronal-cells-as-chain-nodes-1sjh162,a-schema-able-to-represent-drive-to-outcome-chai-1g5vp3d,REQUIRED_FOR,C0302,required_for,150;158,inferred,inferred,systemic,mouse,v0-9-body-systems,v0,true,,,,,"{""case_one"":""an acetylcholine-producing splenic T lymphocyte in the efferent vagal arc"",""case_two"":""enteroendocrine neuropod cells in gut interoception"",""consequence"":""the schema cannot restrict nodes to neurons, axons and brain regions""}"
noradrenergic-nerve-terminals-in-the-spleen-0ct8hjy,suppression-of-systemic-tnf-by-vagal-stimulation-19no7xh,REQUIRED_FOR,C0303,required_for,151,supported,consensus,systemic,rat,v0-9-body-systems,v0,false,,,,,"{""audited_and_accepted"":""stimulating the cut peripheral end of either vagus suppresses local and systemic inflammation; the spleen is where systemic TNF is produced and suppressed; the effect requires splenic noradrenergic terminals and ChAT-positive T lymphocytes; alpha7 nicotinic receptors are essential""}"
vagal-stimulation-1dup16g,action-potentials-in-the-splenic-nerve-12jvwm2,ACTIVATES,C0304,activates,151,contested,animal-interventional,systemic,rat,v0-9-body-systems,v0,false,,,H-inflammatory-reflex-p2,H-inflammatory-reflex,"{""result"":""vagal stimulation does not drive action potentials in the splenic nerve (negative)"",""rejected_claim"":""the proposed disynaptic connection from vagus to splenic nerve"",""conclusion"":""the pathway is activatable, electrically and pharmacologically, but it is not the efferent arm of a physiological reflex to endotoxaemia"",""settling_experiment"":""recordings showing splenic nerve traffic driven by vagal stimulation, and changing when an animal is made inflamed with the vagus intact; the first has been attempted and reported negative""}"
heart-rate-variability-indices-of-vagal-activity-0bq0rah,circulating-cytokine-concentrations-in-humans-0y2wpop,CORRELATES_WITH,C0305,correlates_with,152,supported,human-observational,systemic,human,v0-9-body-systems,v0,false,,,,,"{""body_of_work"":""a large correlational literature of HRV-cytokine associations against a much smaller set of experimental studies"",""limits"":""weak causal designs, inconsistent measures of vagal activity and limited target-engagement evidence""}"
implanted-vagus-nerve-neuroimmune-modulation-dev-1vju2ux,acr20-response-in-rheumatoid-arthritis-1yomc9j,INCREASES,C0306,increases,153,supported,human-interventional,clinical,human,v0-9-body-systems,v0,false,,,,,"{""trial"":""RESET-RA, randomised active versus sham"",""n"":""242 patients with rheumatoid arthritis refractory to or intolerant of biologic or targeted synthetic DMARDs"",""blinded_phase"":""three months, then open-label stimulation to twelve months"",""primary_result"":""ACR20 at three months 35.2% active versus 24.2% sham, p = 0.02"",""completers"":""50.0% at six months and 52.8% at twelve months"",""safety"":""adverse events similar between arms; the few related serious events were perioperative and resolved""}"
an-eleven-point-sham-controlled-responder-rate-d-0m0eal4,adjudication-between-the-reflex-and-activatable-1dto8al,CONFOUNDS,C0307,confounds,151;153,inferred,inferred,clinical,human,v0-9-body-systems,v0,true,,,,,"{""reading"":""a real result and a modest one in a refractory population"",""limit"":""a benefit of this size is compatible with both the reflex account and the activatable-but-not-reflex account"",""what_would_settle_it"":""electrophysiology rather than outcome data""}"
continuous-cymba-conchae-transcutaneous-auricula-0rsmh36,event-related-pupil-dilation-resting-pupil-size-1kwdixd,MODULATES,C0308,modulates,145,contested,human-interventional,systemic,human,v0-9-body-systems,v0,false,,,H-tavns-engagement-p1,H-tavns-engagement,"{""n"":""66 healthy participants"",""comparator"":""earlobe sham"",""intensity"":""individually titrated just below pain threshold"",""result"":""no effect on any of the measured indices (negative)"",""positive_control"":""the task itself produced the expected pupil effects""}"
pulsed-versus-continuous-tavns-waveform-0xg4f6v,pupil-dilation-as-an-index-of-target-engagement-143gxm5,MODULATES,C0309,modulates,146;138,contested,human-interventional,systemic,human,v0-9-body-systems,v0,false,,,H-tavns-engagement-p2,H-tavns-engagement,"{""pooling"":""living Bayesian meta-analysis of 18 taVNS studies, N = 771"",""overall"":""anecdotal evidence only, g = 0.15, BF01 = 1.0"",""pulsed"":""strong evidence for an effect, g = 0.36, BF10 = 50.8"",""continuous"":""strong evidence for the null, g = 0.002, BF01 = 21.9"",""mapping"":""the split maps onto the phasic and tonic locus coeruleus regimes of the adaptive-gain account"",""inference"":""waveform, not intensity, is the decisive parameter""}"
fibre-class-heterogeneity-of-the-vagus-0tqrulm,vagal-stimulation-as-engagement-of-a-single-chan-0jic9o2,CONFOUNDS,C0310,confounds,157,supported,consensus,systemic,rodent,v0-9-body-systems,v0,false,,,,,"{""organisation"":""vagal sensory neurons organised by molecularly defined cell type across respiratory, cardiovascular and digestive systems"",""gap"":""little is established about signal transduction in vagal afferents and their upstream sentinel cells compared with the external senses"",""consequence"":""a cuff or an ear electrode engages a mixture of labelled lines rather than a channel""}"
enteroendocrine-neuropod-cells-0adwobi,vagal-afferent-neurons-through-a-glutamatergic-s-1jmcnq3,PROJECTS_TO,C0311,projects_to,158,supported,animal-interventional,systemic,mouse,v0-9-body-systems,v0,false,,,,,"{""prior_assumption"":""gut-brain signalling assumed hormonal and therefore slow, because no synapse was known between intestinal epithelium and vagus"",""finding"":""enteroendocrine cells form glutamatergic synapses with vagal afferents and transduce luminal stimuli in milliseconds"",""architecture"":""lumen to brainstem across a single synapse""}"
prefrontal-tms-or-tdcs-10ijdge,acute-cortisol-response-to-a-laboratory-stressor-0qbaxdf,DECREASES,C0312,decreases,159,supported,human-interventional,systemic,human,v0-9-body-systems,v0,false,,,,,"{""pooling"":""meta-analysis of 16 randomised controlled trials in healthy adults"",""effect_size"":""SMD = -0.72"",""moderators"":""larger effects for TMS than tDCS, and for stimulation delivered before or after rather than during the stressor"",""inference"":""timing relative to the challenge is part of the dose""}"
pregnane-steroids-acting-as-circulating-endocrin-1xxkklq,gaba-a-receptor-function-by-a-direct-non-genomic-1s53kef,MODULATES,C0313,modulates,179,supported,consensus,molecular,n/a,v0-9-body-systems,v0,false,,,,,"{""dual_role"":""one molecule can be a systemic drive or a local one"",""mechanism"":""positive modulation of GABA-A receptor function rather than a genomic action""}"
sckan-the-sparc-connectivity-knowledge-base-of-t-0412tr3,curated-population-level-structural-connectivity-0v18usz,MEASURED_BY,C0314,measured_by,155,supported,consensus,systemic,n/a,v0-9-body-systems,v0,false,,,,,"{""content"":""origins, terminations and routing of autonomic projections between the central nervous system and end organs"",""provenance"":""expert input, published literature, textbooks and SPARC datasets"",""use"":""generates the connectivity maps on the SPARC portal"",""what_it_is_not"":""not a source of stimulation-response or physiological measurement data; nothing in it says what a 0.1 mA half-second train does to locus coeruleus firing, whether vagal stimulation drives splenic nerve spikes, or how large an ACR20 difference an implant produces""}"
compositional-phenotype-naming-with-community-on-13ae81i,comparable-neuron-population-nodes-in-an-autonom-1nt8or1,REQUIRED_FOR,C0315,required_for,156,supported,consensus,systemic,n/a,v0-9-body-systems,v0,false,,,,,"{""method"":""decomposes a neuron type into phenotypes carrying identifiers from community ontologies rather than an opaque label"",""demonstration"":""reconciled three published cortical neuron classifications with each other and with informal literature names""}"
species-neutral-anatomy-ontology-linking-species-0t05v8o,comparison-of-an-organ-or-structure-across-human-10q3toz,REQUIRED_FOR,C0316,required_for,214,supported,consensus,systemic,n/a,v0-9-body-systems,v0,false,,,,,"{""role"":""organ and structure identifiers for the autonomic connectivity resource""}"
route-direction-afferent-versus-efferent-carried-0akblvt,a-vagal-chain-edge-that-preserves-its-claim-1vrb4i5,REQUIRED_FOR,C0317,required_for,148;157;150;140,inferred,inferred,systemic,n/a,v0-9-body-systems,v0,true,,,,,"{""direction"":""afferent and efferent vagal routes have different anatomy, different transducers and different consequences, and the founding paper distinguishes its efferent pathway from an afferent HPA route in the same nerve"",""sign"":""vagal stimulation suppresses TNF through one branch and raises locus coeruleus firing through another, so the drive carries no sign of its own"",""edge_that_loses_the_claim"":""vagus to spleen""}"
evidence-type-recorded-on-every-imported-edge-0mrs0s3,importing-curated-anatomy-alongside-stimulation-1k9tww0,REQUIRED_FOR,C0318,required_for,148;150;151;152;153;155;214;218,inferred,inferred,systemic,n/a,v0-9-body-systems,v0,true,,,,,"{""species_spread"":""the molecular chain is rodent with human in vitro pharmacology, the critique is rodent electrophysiology, the clinical result is human, the human mechanism literature is largely correlational, and the anatomy resource is multi-species by construction"",""failure_mode"":""reading a curated anatomical projection and a sham-controlled trial as the same kind of fact""}"
electrode-placement-and-pulse-width-in-electroco-1v59d0y,remission-rate-in-depression-1667rc9,MODULATES,C0330,modulates,260;261;263,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""design"":""2 x 2 randomised trial"",""n"":""90 patients"",""ultrabrief_right_unilateral"":""73% remission at 0.3 ms"",""ultrabrief_bilateral"":""35% remission"",""inference"":""efficacy does not follow delivered charge, and total charge and energy are argued to be the wrong abstraction"",""open_question"":""whether the antidepressant action comes from the seizure, from the electricity, or from their interaction""}"
magnetic-seizure-therapy-0vht4ha,a-generalised-seizure-from-a-field-confined-larg-18dc0eg,ACTIVATES,C0331,activates,227;225,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""trial"":""double-blind randomised trial at three hospitals"",""n"":""73 adults"",""response"":""51.4% for MST against 42.1% for ultrabrief right unilateral ECT, sustained at six months"",""cognition"":""significantly longer time to reorientation and fewer cognitive adverse effects than ECT"",""field"":""finite-element simulation puts the suprathreshold volume well inside that of four ECT montages"",""argument"":""comparable efficacy from a much more focal field is the strongest available argument for the seizure rather than the field"",""limit"":""no trial beyond the single blinded head-to-head""}"
epidural-cortical-stimulation-0o47uxo,corticospinal-neurons-trans-synaptically-read-as-19ic1f5,ACTIVATES,C0332,activates,58,supported,human-interventional,circuit,human,v0-10-modality-map,v0,false,,,,,"{""measurement"":""human epidural recordings of descending corticospinal volleys during transcranial stimulation"",""dependence"":""recruitment depends on current direction"",""resolution"":""millisecond ordering of direct and indirect volleys, with no spatial figure"",""corpus_gap"":""the corpus's epidural material is recordings rather than therapeutic drive""}"
amplitude-and-frequency-at-a-single-intracortica-0vjvacn,modality-of-the-evoked-percept-cutaneous-or-prop-0yk2trn,MODULATES,C0333,modulates,249,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""finding"":""at one electrode, amplitude and frequency decide whether the percept is cutaneous or proprioceptive, and some electrodes are multimodal"",""consequence"":""an electrode is not a labelled line"",""design_limit"":""single-participant designs throughout""}"
intracortical-microstimulation-used-as-a-write-i-0h3e9zy,contact-location-and-pressure-information-availa-1a8q0df,INCREASES,C0334,increases,248;250,supported,human-interventional,clinical,human,v0-10-modality-map,v0,false,,,,,"{""coupling"":""direct cortical excitation writing tactile information into somatosensory cortex"",""stability"":""percepts stable over months, with stimulation performance holding over 1,500 days"",""thresholds"":""median detection threshold 31.5 microA at day 100 falling to 10.4 microA at day 1500"",""missing"":""performance of a full decode-and-write-in loop as a system, and any multi-participant series""}"
