id:ID(Entity),:LABEL,label,type,term,xref
heart-rate-variability-indices-of-vagal-activity-0bq0rah,Entity;Measurement,Heart-rate-variability indices of vagal activity,Measurement,,
hepatic-tnf-synthesis-and-peak-serum-tnf-0irsc2x,Entity;Molecule,Hepatic TNF synthesis and peak serum TNF,Molecule,tnf,
hepatic-tnf-synthesis-and-the-serum-tnf-peak-in-0yn19f1,Entity;Molecule,Hepatic TNF synthesis and the serum TNF peak in endotoxaemia,Molecule,tnf,
high-frequency-deep-brain-stimulation-052mwno,Entity;StimulationProtocol,High-frequency deep brain stimulation,StimulationProtocol,deep-brain-stimulation,
high-frequency-extracellular-stimulation-of-intr-1y9ol72,Entity;StimulationProtocol,High-frequency extracellular stimulation of intrinsically active neurons,StimulationProtocol,deep-brain-stimulation,
high-microbubble-dose-during-sonication-1julm3r,Entity;StimulationProtocol,High microbubble dose during sonication,StimulationProtocol,microbubble,
higher-skin-melanin-1ntlzxn,Entity;Confound,Higher skin melanin,Confound,melanin,
hippocampal-fmri-activity-during-memory-encoding-0fv1yoz,Entity;Measurement,Hippocampal fMRI activity during memory encoding,Measurement,,
hippocampal-neurons-without-driving-the-overlyin-0kqpcyv,Entity;NeuronPopulation,Hippocampal neurons without driving the overlying cortex,NeuronPopulation,,
how-strongly-the-efferent-cholinergic-limb-fires-1rod6st,Entity;Measurement,How strongly the efferent cholinergic limb fires,Measurement,,
how-well-its-coupling-step-is-specified-0t6ikdw,Entity;CouplingMechanism,How well its coupling step is specified,CouplingMechanism,coupling,
human-motor-cortex-excitability-with-direction-s-04zi5pq,Entity;Measurement,"Human motor cortex excitability, with direction set by whether the train is continuous or intermittent",Measurement,motor-evoked-potential,
human-transcranial-temporal-interference-stimula-0kzy9ws,Entity;ExogenousDrive,Human transcranial temporal interference stimulation,ExogenousDrive,temporal-interference,
human-trpa1-expressed-unilaterally-in-mouse-laye-0rcbegw,Entity;GeneProduct,Human TRPA1 expressed unilaterally in mouse layer V motor cortex,GeneProduct,trpa1,
immediate-early-gene-markers-as-a-direction-blin-05qt5xk,Entity;Confound,Immediate-early gene markers as a direction-blind readout,Confound,immediate-early-gene,
implantable-electrical-therapies-for-chronic-pai-1caisa3,Entity;StimulationProtocol,Implantable electrical therapies for chronic pain,StimulationProtocol,spinal-cord-stimulation,
implanted-drug-pump-delivering-pharmaceutical-ag-0vjslba,Entity;ExogenousDrive,Implanted drug pump delivering pharmaceutical agents,ExogenousDrive,route-of-administration,
implanted-vagus-nerve-neuroimmune-modulation-dev-1vju2ux,Entity;ExogenousDrive,Implanted vagus-nerve neuroimmune modulation device,ExogenousDrive,vagus-nerve-stimulation,
importing-curated-anatomy-alongside-stimulation-1k9tww0,Entity;Outcome,Importing curated anatomy alongside stimulation-response claims without conflating them,Outcome,species-translation,
in-vitro-receptor-affinity-0w5fcmu,Entity;Measurement,In vitro receptor affinity,Measurement,affinity,
in-vivo-target-engagement-of-the-administered-co-0mokx7a,Entity;Measurement,In vivo target engagement of the administered compound,Measurement,target-engagement,
incident-near-infrared-light-at-810-and-1064-nm-165745x,Entity;ExogenousDrive,Incident near-infrared light at 810 and 1064 nm,ExogenousDrive,photobiomodulation,
incomplete-reporting-against-the-contes-concurre-0s1333n,Entity;Confound,Incomplete reporting against the ContES concurrent tES-fMRI checklist,Confound,reporting-checklist,
incomplete-ultrasound-parameter-reporting-and-se-1mxy4x7,Entity;Confound,Incomplete ultrasound parameter reporting and selection bias,Confound,dose-parameter-set,
independent-variation-of-microbubble-dose-and-ba-1cra4r9,Entity;Measurement,Independent variation of microbubble dose and barrier permeability with shared inflammatory read-outs,Measurement,sterile-inflammation,
individual-finite-element-head-models-1gagvd8,Entity;Measurement,Individual finite-element head models,Measurement,finite-element-head-model,
individualised-finite-element-e-field-modelling-0yoybs6,Entity;Measurement,Individualised finite-element E-field modelling from MRI,Measurement,simnibs,
induced-electric-field-strength-for-tms-and-tes-0dv6r4t,Entity;Measurement,Induced electric field strength for TMS and tES,Measurement,e-field,
induction-protocol-with-parameters-readout-prepa-1kualvh,Entity;Measurement,"Induction protocol with parameters, readout, preparation, species and direction",Measurement,preparation,
inertness-and-perceptual-credibility-of-the-tdcs-0g8zeya,Entity;Measurement,Inertness and perceptual credibility of the tDCS control condition,Measurement,blinding,
information-transmitted-by-the-stimulated-nucleu-1shmzgu,Entity;Outcome,Information transmitted by the stimulated nucleus's output,Outcome,informational-lesion,
inhaled-nitrous-oxide-0w46ovu,Entity;ExogenousDrive,Inhaled nitrous oxide,ExogenousDrive,nitrous-oxide,
inhibition-of-tnf-by-vagus-nerve-stimulation-0awdl73,Entity;Outcome,Inhibition of TNF by vagus nerve stimulation,Outcome,tnf,
interpretation-of-concurrent-tes-fmri-target-eng-1ujxtvs,Entity;Measurement,Interpretation of concurrent tES-fMRI target engagement,Measurement,target-engagement,
interpretation-of-tms-eeg-measures-1t13fp3,Entity;Measurement,Interpretation of TMS-EEG measures,Measurement,tms-eeg,
intervening-spinal-segment-and-muscle-in-the-cor-0aeml70,Entity;Confound,Intervening spinal segment and muscle in the corticospinal readout,Confound,readout,
intracellular-rather-than-cell-surface-5-ht2a-re-0j77urp,Entity;SubcellularComponent,Intracellular rather than cell-surface 5-HT2A receptors,SubcellularComponent,receptor-compartment,
intracellular-rather-than-cell-surface-5-ht2a-re-0oyuupw,Entity;GeneProduct,Intracellular rather than cell-surface 5-HT2A receptors,GeneProduct,receptor-compartment,
intracellular-rather-than-cell-surface-5-ht2a-re-0y21hga,Entity;Molecule,Intracellular rather than cell-surface 5-HT2A receptors,Molecule,five-ht2a-receptor,
intracortical-axon-terminals-at-the-gyral-crown-1cxa46y,Entity;SubcellularComponent,"Intracortical axon terminals at the gyral crown and lip, with layer-5 pyramidal cells the most excitable",SubcellularComponent,layer-v-pyramidal-neuron,
intracortical-microstimulation-used-as-a-write-i-0h3e9zy,Entity;ExogenousDrive,Intracortical microstimulation used as a write-in channel,ExogenousDrive,,
intracranial-electric-field-in-superficial-corte-0wjkdmh,Entity;Measurement,Intracranial electric field in superficial cortex,Measurement,e-field,
intracranially-measured-cortical-and-depth-elect-0euycx7,Entity;Measurement,Intracranially measured cortical and depth electric fields,Measurement,e-field,
intramembrane-cavitation-of-the-lipid-bilayer-as-0iitjy7,Entity;CouplingMechanism,"Intramembrane cavitation of the lipid bilayer as a bilayer sonophore, rectified into a periodic capacitance change",CouplingMechanism,intramembrane-cavitation,
intranasal-delivery-1wwpzav,Entity;ExogenousDrive,Intranasal delivery,ExogenousDrive,intranasal,
intranasal-dosing-at-matched-systemic-exposure-1d5f2c8,Entity;ExogenousDrive,Intranasal dosing at matched systemic exposure,ExogenousDrive,intranasal,
intrathecal-baclofen-infusion-1fgg0mw,Entity;ExogenousDrive,Intrathecal baclofen infusion,ExogenousDrive,intrathecal,
intrathecal-pump-infusion-1m7lpsy,Entity;StimulationProtocol,Intrathecal pump infusion,StimulationProtocol,intrathecal,
intravenous-ketamine-0-5-mg-kg-0zrtu7q,Entity;ExogenousDrive,Intravenous ketamine 0.5 mg/kg,ExogenousDrive,ketamine,
intravenous-ketamine-0-5-mg-kg-twice-weekly-1d4onip,Entity;ExogenousDrive,Intravenous ketamine 0.5 mg/kg twice weekly,ExogenousDrive,ketamine,
intrinsic-efficacy-and-agonist-selective-recepto-1tiajiv,Entity;Molecule,Intrinsic efficacy and agonist-selective receptor active states,Molecule,intrinsic-efficacy,
intrinsic-firing-properties-and-effective-synapt-1ar6oju,Entity;Measurement,Intrinsic firing properties and effective synaptic strength,Measurement,,
invasiveness-of-a-modality-0e8mmoc,Entity;Measurement,Invasiveness of a modality,Measurement,,
ion-channel-rectification-1maxih9,Entity;CouplingMechanism,Ion-channel rectification,CouplingMechanism,rectification,
itrusst-reporting-consensus-for-low-intensity-tr-0sgkvsj,Entity;Measurement,ITRUSST reporting consensus for low-intensity transcranial ultrasound stimulation,Measurement,reporting-checklist,
jaw-representation-area-on-intracortical-microst-1rjyqdk,Entity;Measurement,Jaw representation area on intracortical microstimulation mapping,Measurement,cortical-map-plasticity,
joining-the-drive-to-outcome-chain-across-modali-1btlg0l,Entity;Outcome,Joining the drive-to-outcome chain across modality families in one graph,Outcome,drive-to-outcome-chain,
ketamine-18wc57v,Entity;Molecule,Ketamine,Molecule,ketamine,
ketamine-as-administered-1uxw6y1,Entity;ExogenousDrive,Ketamine as administered,ExogenousDrive,active-species,
ketamine-dose-02f83lb,Entity;ExogenousDrive,Ketamine dose,ExogenousDrive,ketamine,
ketamine-induced-synaptogenesis-and-antidepressa-1943v27,Entity;Outcome,Ketamine-induced synaptogenesis and antidepressant-like behaviour,Outcome,,
known-or-proposed-ketamine-target-proteins-1yp2g8c,Entity;GeneProduct,Known or proposed ketamine target proteins,GeneProduct,,
large-diameter-myelinated-dorsal-root-afferents-1ytp9dh,Entity;NeuronPopulation,"Large-diameter myelinated dorsal-root afferents, with motor pools engaged trans-synaptically",NeuronPopulation,recruitment-order,
large-myelinated-dorsal-root-afferents-which-eng-1k7erey,Entity;NeuronPopulation,"Large myelinated dorsal-root afferents, which engage motor pools trans-synaptically",NeuronPopulation,recruitment-order,
lasting-change-in-mood-and-behaviour-0uzciq9,Entity;Outcome,Lasting change in mood and behaviour,Outcome,,
late-i-wave-recruitment-indexed-by-mep-latency-w-14oj19x,Entity;Measurement,"Late I-wave recruitment, indexed by MEP latency with anterior-posterior current",Measurement,i-wave,
late-i-wave-recruitment-indexed-by-the-latency-o-1ql3p3v,Entity;Measurement,"Late I-wave recruitment, indexed by the latency of motor evoked potentials elicited by anterior-posterior current",Measurement,i-wave,
layer-v-pyramidal-cells-the-most-sensitive-class-1mt2zo4,Entity;NeuronPopulation,"Layer V pyramidal cells, the most sensitive class",NeuronPopulation,layer-v-pyramidal-neuron,
left-dorsolateral-prefrontal-rtms-0ubfduu,Entity;ExogenousDrive,Left dorsolateral prefrontal rTMS,ExogenousDrive,dlpfc,
light-intensity-transmitted-transcranially-by-cu-1px3a7i,Entity;StimulationProtocol,Light intensity transmitted transcranially by current devices,StimulationProtocol,irradiance,
likelihood-of-clinical-response-extrapyramidal-s-00o6p2d,Entity;Outcome,"Likelihood of clinical response, extrapyramidal symptoms and hyperprolactinaemia",Outcome,,
limits-on-charge-balance-and-electrode-material-0lzlmxw,Entity;StimulationProtocol,Limits on charge balance and electrode material,StimulationProtocol,faradaic-charge-transfer,
local-modelled-electric-field-1gsof1p,Entity;Measurement,Local modelled electric field,Measurement,e-field,
locus-coeruleus-firing-rate-0stat3z,Entity;NeuronPopulation,Locus coeruleus firing rate,NeuronPopulation,locus-coeruleus,
locus-coeruleus-firing-regime-1gq27pu,Entity;NeuronPopulation,Locus coeruleus firing regime,NeuronPopulation,locus-coeruleus,
locus-coeruleus-spike-count-0sm3d2j,Entity;Measurement,Locus coeruleus spike count,Measurement,locus-coeruleus,
locus-coeruleus-subpopulations-with-target-speci-1yajbw9,Entity;NeuronPopulation,Locus coeruleus subpopulations with target-specific innervation,NeuronPopulation,locus-coeruleus,
long-lasting-potentiation-from-anodal-direct-cur-078cs6k,Entity;Outcome,Long-lasting potentiation from anodal direct current paired with low-frequency synaptic input,Outcome,,
long-lasting-psychedelic-induced-synaptic-streng-0u4i567,Entity;Outcome,Long-lasting psychedelic-induced synaptic strengthening in granular retrosplenial cortex,Outcome,,
looseness-of-controls-and-smallness-of-sample-0kwnzox,Entity;Confound,Looseness of controls and smallness of sample,Confound,statistical-power,
low-intensity-low-frequency-ultrasound-0lk8a9i,Entity;ExogenousDrive,Low-intensity low-frequency ultrasound,ExogenousDrive,tus,
low-intensity-transcranial-electrical-stimulatio-0i6bn8p,Entity;StimulationProtocol,Low-intensity transcranial electrical stimulation up to 4 mA for up to 60 min/day,StimulationProtocol,safety-envelope,
low-intensity-transcranial-ultrasound-at-a-mecha-1y9uvhc,Entity;StimulationProtocol,Low-intensity transcranial ultrasound at a mechanical index (or MItc) of 1.9 or lower,StimulationProtocol,mechanical-index,
low-intensity-ultrasound-0txpkq5,Entity;ExogenousDrive,Low-intensity ultrasound,ExogenousDrive,tus,
low-level-light-fluence-1fhw02h,Entity;StimulationProtocol,Low-level light fluence,StimulationProtocol,fluence,
low-seizure-risk-1cpggyh,Entity;Outcome,Low seizure risk,Outcome,safety-envelope,
low-statistical-power-00m9bxh,Entity;Confound,Low statistical power,Confound,statistical-power,
lsd-and-psilocin-1acm6v4,Entity;Molecule,LSD and psilocin,Molecule,psychedelic,
ltp-like-plasticity-attributed-to-non-invasive-h-0w1d1pf,Entity;CouplingMechanism,LTP-like plasticity attributed to non-invasive human stimulation,CouplingMechanism,ltp-like-plasticity,
lumbosacral-epidural-electrical-stimulation-05urliy,Entity;ExogenousDrive,Lumbosacral epidural electrical stimulation,ExogenousDrive,spinal-cord-stimulation,
madrs-score-in-major-depressive-disorder-10ouicq,Entity;Outcome,MADRS score in major depressive disorder,Outcome,,
madrs-score-in-treatment-resistant-depression-150ghj3,Entity;Outcome,MADRS score in treatment-resistant depression,Outcome,,
magnetic-gating-of-a-fused-ion-channel-which-the-1ix76f1,Entity;CouplingMechanism,"Magnetic gating of a fused ion channel, which the required forces, torques and heating exceed by roughly five to ten orders of magnitude",CouplingMechanism,order-of-magnitude-test,
magnetic-seizure-therapy-0vht4ha,Entity;ExogenousDrive,Magnetic seizure therapy,ExogenousDrive,,
magnetic-seizure-therapy-coils-1ay4536,Entity;StimulationProtocol,Magnetic seizure therapy coils,StimulationProtocol,depth-focality-tradeoff,
magneto-a-fusion-of-the-cation-channel-trpv4-to-17y26s6,Entity;GeneProduct,"Magneto, a fusion of the cation channel TRPV4 to the paramagnetic protein ferritin",GeneProduct,magnetogenetics,
magnitude-of-the-resulting-synaptic-plasticity-1fzc83p,Entity;Outcome,Magnitude of the resulting synaptic plasticity,Outcome,,
maximum-near-infrared-transmittance-measured-thr-1c3k880,Entity;Measurement,Maximum near-infrared transmittance measured through a human skull,Measurement,transmittance,
measuring-only-the-drive-and-the-outcome-leaving-011xzwy,Entity;Confound,"Measuring only the drive and the outcome, leaving coupling and circuit steps inferred",Confound,,
mechanical-effect-risk-classed-as-non-significan-12orvn8,Entity;Outcome,"Mechanical-effect risk, classed as non-significant risk",Outcome,safety-envelope,
microbubble-dose-during-focused-ultrasound-sonic-1edv6to,Entity;StimulationProtocol,Microbubble dose during focused-ultrasound sonication,StimulationProtocol,microbubble,
microbubble-oscillation-17nkkc2,Entity;CouplingMechanism,Microbubble oscillation,CouplingMechanism,microbubble,
microelectrode-geometry-0cso1oj,Entity;StimulationProtocol,Microelectrode geometry,StimulationProtocol,charge-per-phase,
microglial-activation-state-13490h7,Entity;Measurement,Microglial activation state,Measurement,microglia,
millisecond-timescale-spiking-and-excitatory-and-08amblb,Entity;Measurement,Millisecond-timescale spiking and excitatory and inhibitory synaptic transmission under brief light pulses,Measurement,,
misexpressed-mechanotransduction-subunit-trp-4-1xkzyrl,Entity;GeneProduct,Misexpressed mechanotransduction subunit TRP-4,GeneProduct,sonogenetics,
modality-of-the-evoked-percept-cutaneous-or-prop-0yk2trn,Entity;Outcome,Modality of the evoked percept (cutaneous or proprioceptive),Outcome,,
model-accuracy-against-intracranial-measurement-06lhpc9,Entity;Measurement,Model accuracy against intracranial measurement (null result),Measurement,finite-element-head-model,
modelled-cortical-e-field-as-a-proposed-dosing-m-0sbocsy,Entity;Measurement,"Modelled cortical E-field as a proposed dosing metric, against motor threshold as the clinical norm",Measurement,motor-threshold,
modelled-e-field-value-reported-at-a-target-0mk2y7o,Entity;Measurement,Modelled E-field value reported at a target,Measurement,e-field,
modelled-fraction-of-incident-energy-deposited-i-1q1eocx,Entity;Measurement,Modelled fraction of incident energy deposited in cortex,Measurement,monte-carlo-photon-transport,
modulatory-state-of-a-circuit-0in2v6r,Entity;Molecule,Modulatory state of a circuit,Molecule,neuromodulator,
molecular-function-cellular-component-and-biolog-1xeourl,Entity;SubcellularComponent,"Molecular function, cellular component and biological process nodes",SubcellularComponent,,
motor-and-single-neuron-effects-of-tacs-0vuvnjr,Entity;Outcome,Motor and single-neuron effects of tACS,Outcome,,
motor-cortex-basal-ganglia-and-hippocampus-with-1nw5lop,Entity;AnatomicalStructure,"Motor cortex, basal ganglia and hippocampus, with efficacy untested at Phase 1 level evidence",AnatomicalStructure,,
motor-cortical-excitability-after-stimulation-en-1swuk5h,Entity;Measurement,Motor cortical excitability after stimulation ends,Measurement,,
motor-cortical-excitability-polarity-specific-af-067bqbe,Entity;Measurement,Motor cortical excitability (polarity-specific after-effect),Measurement,,
motor-evoked-potential-amplitude-00eayux,Entity;Measurement,Motor evoked potential amplitude,Measurement,motor-evoked-potential,
motor-evoked-potential-amplitude-in-the-target-m-0uwmb8r,Entity;Measurement,Motor evoked potential amplitude in the target muscle,Measurement,motor-evoked-potential,
motor-evoked-potential-as-an-index-of-synaptic-c-1kez5r7,Entity;Measurement,Motor evoked potential as an index of synaptic change,Measurement,motor-evoked-potential,
motor-evoked-potential-with-motor-threshold-inpu-0zlu91n,Entity;Measurement,"Motor evoked potential, with motor threshold, input-output curves and paired-pulse protocols",Measurement,motor-evoked-potential,
motor-improvement-after-subthalamic-dbs-for-park-0wha3wk,Entity;Outcome,Motor improvement after subthalamic DBS for Parkinson's disease,Outcome,clinical-response,
motor-units-non-selectively-spatially-fixed-and-1s2oy28,Entity;NeuronPopulation,"Motor units non-selectively, spatially fixed and temporally synchronous",NeuronPopulation,recruitment-order,
mr-guided-focused-ultrasound-blood-brain-barrier-132xvo4,Entity;ExogenousDrive,MR-guided focused ultrasound blood-brain barrier opening,ExogenousDrive,blood-brain-barrier-opening,
mr-guided-focused-ultrasound-thalamotomy-at-abla-13wpdx0,Entity;ExogenousDrive,MR-guided focused ultrasound thalamotomy at ablative thermal dose,ExogenousDrive,hifu,
mr-guided-focused-ultrasound-with-microbubbles-i-10bxp9g,Entity;ExogenousDrive,MR-guided focused ultrasound with microbubbles in early-to-moderate Alzheimer's disease,ExogenousDrive,blood-brain-barrier-opening,
mri-guided-focused-ultrasound-thalamotomy-14o6ou0,Entity;ExogenousDrive,MRI-guided focused ultrasound thalamotomy,ExogenousDrive,hifu,
mtor-signalling-1bnuk21,Entity;Pathway,mTOR signalling,Pathway,mtor,
mtor-signalling-in-prefrontal-cortex-0ml8kiu,Entity;Pathway,mTOR signalling in prefrontal cortex,Pathway,mtor,
mu-phase-triggered-burst-rtms-1qb5ohy,Entity;StimulationProtocol,Mu-phase-triggered burst rTMS,StimulationProtocol,phase-triggered-stimulation,
muscle-tone-and-spasm-frequency-in-severe-spasti-19n3act,Entity;Outcome,Muscle tone and spasm frequency in severe spasticity,Outcome,baclofen,
muscle-tone-and-spasm-frequency-in-spinal-spasti-00aec2q,Entity;Outcome,Muscle tone and spasm frequency in spinal spasticity,Outcome,,
muscle-tone-in-spinal-spasticity-06nlzp1,Entity;Outcome,Muscle tone in spinal spasticity,Outcome,,
myelinated-axon-terminals-of-pyramidal-cells-and-1w7ppnd,Entity;SubcellularComponent,Myelinated axon terminals of pyramidal cells and interneurons at the gyral crown,SubcellularComponent,gyral-crown,
myelinated-axons-at-lower-current-than-cell-bodi-17n020a,Entity;NeuronPopulation,Myelinated axons at lower current than cell bodies,NeuronPopulation,myelinated-axon,
myelinated-fibres-at-lower-current-than-anodal-s-0nqeody,Entity;NeuronPopulation,"Myelinated fibres, at lower current than anodal stimulation and depending on fibre orientation relative to current flow",NeuronPopulation,myelinated-axon,
named-biomarker-and-named-perturbation-method-on-0qhib57,Entity;Measurement,Named biomarker and named perturbation method on the edge,Measurement,perturbation-method,
native-gamma-oscillations-plaque-load-and-microg-1ea02nk,Entity;Measurement,"Native gamma oscillations, plaque load and microglial state",Measurement,gamma-oscillation,
near-field-acoustic-particle-displacement-at-the-16gtx44,Entity;CouplingMechanism,"Near-field acoustic particle displacement at the scalp, rather than radiation force",CouplingMechanism,sonication,
near-infrared-light-from-commercial-transcranial-1181h7h,Entity;ExogenousDrive,Near-infrared light from commercial transcranial devices,ExogenousDrive,photobiomodulation,
neocortical-single-unit-activity-as-dose-depende-0ll3q86,Entity;Measurement,"Neocortical single-unit activity, as dose-dependent entrainment with increased burst firing and phase locking to the stimulus",Measurement,entrainment,
nerve-activity-as-a-peer-of-device-drives-under-1lu568k,Entity;Measurement,"Nerve activity, as a peer of device drives under this volume's usage",Measurement,,
nerve-activity-at-a-target-area-1aijmqk,Entity;Measurement,Nerve activity at a target area,Measurement,,
neural-gain-and-the-balance-of-task-engagement-a-1h735gm,Entity;Outcome,Neural gain and the balance of task engagement against exploration,Outcome,adaptive-gain,
neural-injury-at-the-electrode-tissue-interface-0kdd2jt,Entity;Outcome,Neural injury at the electrode-tissue interface,Outcome,tissue-damage-threshold,
neurobiological-consequences-of-electroconvulsiv-1uc3uyh,Entity;Outcome,Neurobiological consequences of electroconvulsive therapy,Outcome,electroconvulsive-therapy,
neuroinflammation-convergence-edges-assembled-ac-0ulfgur,Entity;Measurement,Neuroinflammation convergence edges assembled across species,Measurement,,
neuromodulation-as-an-electrical-magnetic-or-che-1ayhbo4,Entity;ExogenousDrive,"Neuromodulation as an electrical, magnetic or chemical stimulus delivered to a specific neurological target",ExogenousDrive,neuromodulation,
neuron-phenotype-ontology-compositional-phenotyp-1hhbw9b,Entity;Measurement,Neuron Phenotype Ontology compositional phenotype decomposition,Measurement,neuron-phenotype-ontology,
neuronal-activity-and-behaviour-under-an-applied-0n5zwna,Entity;NeuronPopulation,Neuronal activity and behaviour under an applied magnetic field,NeuronPopulation,,
neuronal-cell-death-under-potassium-cyanide-14di335,Entity;Outcome,Neuronal cell death under potassium cyanide,Outcome,,
neuronal-entrainment-in-hippocampus-and-visual-c-0e8m0hm,Entity;Measurement,"Neuronal entrainment in hippocampus and visual cortex, which persisted",Measurement,entrainment,
neuronal-firing-by-hyperpolarisation-18t366a,Entity;NeuronPopulation,"Neuronal firing, by hyperpolarisation",NeuronPopulation,,
neurosteroid-1n7b6wm,Entity;Molecule,Neurosteroid,Molecule,neurosteroid,
neurosteroid-gaba-a-positive-allosteric-modulato-0q1h1lw,Entity;ExogenousDrive,Neurosteroid GABA-A positive allosteric modulators for postnatal depression,ExogenousDrive,positive-allosteric-modulator,
nf-kb-pathway-and-inflammatory-tissue-injury-0rlo5hr,Entity;Pathway,NF-kB pathway and inflammatory tissue injury,Pathway,nf-kb,
nf-kb-pathway-gene-expression-null-no-significan-0d79sxp,Entity;Pathway,NF-kB pathway gene expression (null; no significant change),Pathway,nf-kb,
nf-kb-pathway-with-oedema-neuronal-degeneration-1rkgq1y,Entity;Pathway,"NF-kB pathway, with oedema, neuronal degeneration, neutrophil infiltration and microhaemorrhage",Pathway,nf-kb,
nitric-oxide-donors-given-before-irradiation-0fhk78s,Entity;Molecule,Nitric oxide donors given before irradiation,Molecule,nitric-oxide,
nmda-receptor-07wq0nr,Entity;Molecule,NMDA receptor,Molecule,nmda-receptor,
nmda-receptor-blockade-at-rest-11ygnit,Entity;CouplingMechanism,NMDA receptor blockade at rest,CouplingMechanism,nmda-receptor,
nmda-receptors-on-neighbouring-neurons-producing-0ivoemq,Entity;GeneProduct,"NMDA receptors on neighbouring neurons, producing firing",GeneProduct,nmda-receptor,
no-serious-tes-related-adverse-events-0os8hmt,Entity;Outcome,No serious tES-related adverse events,Outcome,,
nominal-and-effective-stimulus-as-separable-node-1ecmjmt,Entity;Measurement,Nominal and effective stimulus as separable nodes,Measurement,nominal-stimulus,
nominal-and-effective-stimulus-stored-as-separat-1qtadz8,Entity;Measurement,Nominal and effective stimulus stored as separate properties rather than one field with a flag,Measurement,effective-stimulus,
nominal-stimulus-device-parameters-or-administer-0tzzmvv,Entity;StimulationProtocol,"Nominal stimulus: device parameters, or administered dose and route",StimulationProtocol,nominal-stimulus,
non-neuronal-cells-as-chain-nodes-1sjh162,Entity;CellType,Non-neuronal cells as chain nodes,CellType,,
noradrenergic-nerve-terminals-in-the-spleen-0ct8hjy,Entity;NeuronPopulation,Noradrenergic nerve terminals in the spleen,NeuronPopulation,splenic-nerve,
number-and-function-of-dendritic-spines-in-prefr-1bav3xi,Entity;SubcellularComponent,Number and function of dendritic spines in prefrontal cortex,SubcellularComponent,dendritic-spine,
occipital-nerve-stimulation-02w6nl5,Entity;ExogenousDrive,Occipital nerve stimulation,ExogenousDrive,,
olfactory-and-trigeminal-pathways-with-perineura-074yepd,Entity;CouplingMechanism,Olfactory and trigeminal pathways with perineural and perivascular bulk flow to CNS tissue,CouplingMechanism,,
one-distributed-network-derived-from-lesions-and-0oz5zft,Entity;Circuit,One distributed network derived from lesions and from therapeutic stimulation,Circuit,connectivity-based-targeting,
ongoing-network-state-at-the-moment-of-stimulati-03dmstz,Entity;Confound,Ongoing network state at the moment of stimulation,Confound,state-dependence,
online-delivery-of-dbs-pulses-1wumgxf,Entity;StimulationProtocol,Online delivery of DBS pulses,StimulationProtocol,adaptive-dbs,
optogenetic-40-hz-driving-of-fast-spiking-intern-0pseh41,Entity;StimulationProtocol,Optogenetic 40 Hz driving of fast-spiking interneurons and non-invasive 40 Hz light flicker,StimulationProtocol,forty-hz-stimulation,
oral-zuranolone-50-mg-once-daily-for-14-days-16q7okx,Entity;ExogenousDrive,Oral zuranolone 50 mg once daily for 14 days,ExogenousDrive,zuranolone,
organ-directed-focused-ultrasound-aimed-at-a-sub-1vamocm,Entity;ExogenousDrive,Organ-directed focused ultrasound aimed at a sub-organ visceral target,ExogenousDrive,,
orientation-neural-element-and-class-field-magni-0yn9h7y,Entity;CouplingMechanism,"Orientation, neural element and class, field magnitude with unit, species and provenance, and initiation versus modulation",CouplingMechanism,coupling,
origins-terminations-and-routing-of-autonomic-pr-0cirtwj,Entity;Pathway,"Origins, terminations and routing of autonomic projections between the central nervous system and end organs",Pathway,,
oscillatory-power-in-default-mode-network-region-080cpi2,Entity;Measurement,Oscillatory power in default-mode network regions,Measurement,,
other-modelling-software-and-human-intracranial-0slwfip,Entity;Measurement,Other modelling software and human intracranial recordings,Measurement,e-field,
oxybutynin-prazosin-or-duloxetine-at-clinically-1tdlczs,Entity;ExogenousDrive,"Oxybutynin, prazosin or duloxetine at clinically relevant daily doses",ExogenousDrive,,
paired-associative-stimulation-anodal-tdcs-and-i-013ev6m,Entity;StimulationProtocol,"Paired associative stimulation, anodal tDCS and intermittent theta-burst stimulation",StimulationProtocol,,
paired-associative-stimulation-median-nerve-stim-1ghiqw9,Entity;StimulationProtocol,Paired associative stimulation (median nerve stimulation paired with motor-cortex TMS),StimulationProtocol,paired-associative-stimulation,
paramagnetic-ferritin-1eaho3w,Entity;GeneProduct,Paramagnetic ferritin,GeneProduct,ferritin,
partial-agonists-such-as-aripiprazole-15t8xq9,Entity;Molecule,Partial agonists such as aripiprazole,Molecule,partial-agonist,
participants-end-of-study-guesses-about-allocati-1lxup2l,Entity;Measurement,Participants' end-of-study guesses about allocation,Measurement,blinding,
patient-reported-maternal-functioning-at-day-45-07ei968,Entity;Outcome,Patient-reported maternal functioning at day 45,Outcome,,
peak-achieved-target-temperature-in-mr-guided-fo-19ru81r,Entity;Measurement,Peak achieved target temperature in MR-guided focused ultrasound,Measurement,thermal-dose,
peak-electric-field-of-about-0-5-mv-mm-in-superf-0ucr6s9,Entity;CouplingMechanism,Peak electric field of about 0.5 mV/mm in superficial cortex,CouplingMechanism,millivolts-per-millimetre,
peripheral-auditory-and-somatosensory-input-duri-0b104mc,Entity;Confound,Peripheral auditory and somatosensory input during TMS,Confound,auditory-confound,
peripheral-auditory-stimulation-by-1000-hz-pulse-15hihex,Entity;Confound,Peripheral auditory stimulation by 1000 Hz pulsed transcranial ultrasound,Confound,auditory-confound,
